"","carat","cut","color","clarity","depth","table","price","x","y","z"
"20188",1.12,"Premium","D","VS1",62.1,57,8633,6.68,6.65,4.14
"20189",1.51,"Very Good","G","SI2",60.5,54.6,8637,7.36,7.4,4.46
"20190",1.51,"Very Good","I","SI1",62.2,60,8637,7.23,7.3,4.52
"20191",1.51,"Very Good","G","SI2",62.8,56,8637,7.22,7.3,4.56
"20192",1.04,"Ideal","G","VVS1",62.2,55,8637,6.48,6.51,4.04
"20193",1.51,"Very Good","I","SI1",62.7,61,8637,7.27,7.33,4.58
"20194",1.51,"Ideal","G","SI2",60.8,57,8637,7.39,7.44,4.51
"20195",1.51,"Very Good","I","SI1",62.6,60,8637,7.27,7.34,4.57
"20196",1.02,"Ideal","F","VS1",62,57,8637,6.49,6.44,4.01
"20197",1.53,"Ideal","I","SI2",61.9,58,8637,7.39,7.34,4.56
"20198",1,"Very Good","E","VVS2",61,62,8638,6.4,6.46,3.92
"20199",1.17,"Ideal","G","VS1",61.8,57,8639,6.76,6.8,4.19
"20200",2.02,"Premium","J","SI2",63,58,8640,8.07,8.02,5.07
"20201",1.07,"Ideal","F","VS2",61.7,57,8640,6.52,6.54,4.03
"20202",1.57,"Ideal","G","SI2",62,56,8643,7.44,7.47,4.62
"20203",1.02,"Premium","G","IF",61.8,59,8643,6.46,6.41,3.98
"20204",1.06,"Ideal","G","VVS1",61.6,57,8643,6.55,6.53,4.03
"20205",1.35,"Very Good","H","VVS2",63.1,56,8644,6.95,7.03,4.41
"20206",1.55,"Very Good","I","SI1",62,62,8644,7.33,7.47,4.59
"20207",1.28,"Very Good","H","VS1",61.2,55,8645,6.98,7.04,4.29
"20208",1.05,"Ideal","G","VVS2",62.2,56,8645,6.49,6.53,4.05
"20209",1.05,"Ideal","G","VVS2",62.5,55,8645,6.49,6.53,4.07
"20210",1.05,"Ideal","G","VVS2",61.9,57,8645,6.51,6.54,4.04
"20211",1.03,"Ideal","D","VS1",62.6,57,8645,6.44,6.5,4.05
"20212",1.5,"Premium","H","SI2",62.3,60,8645,7.3,7.22,4.52
"20213",1.16,"Ideal","G","VVS2",62,56,8646,6.71,6.75,4.17
"20214",1.01,"Good","F","VVS2",60.3,62,8647,6.47,6.54,3.92
"20215",1.01,"Ideal","G","VVS1",61.1,56,8647,6.51,6.49,3.97
"20216",1.17,"Ideal","F","VS1",62.2,56,8648,6.74,6.77,4.2
"20217",1.5,"Premium","D","SI2",61.9,58,8649,7.34,7.27,4.52
"20218",1.09,"Very Good","G","IF",62.9,57,8650,6.52,6.58,4.12
"20219",1.27,"Ideal","H","VS1",61.4,56,8652,6.95,6.97,4.27
"20220",1.54,"Premium","J","VVS2",61.1,59,8652,7.45,7.4,4.54
"20221",1.74,"Premium","H","SI1",61.6,59,8653,7.7,7.62,4.72
"20222",1.41,"Premium","H","VS2",61.2,60,8654,7.17,7.21,4.4
"20223",1.43,"Very Good","H","SI1",61.7,59,8654,7.23,7.29,4.48
"20224",1.53,"Very Good","E","SI2",63.1,59,8654,7.38,7.21,4.61
"20225",1.04,"Very Good","G","IF",60.7,58,8655,6.52,6.65,4
"20226",1.54,"Very Good","I","VS2",62.2,58,8656,7.32,7.37,4.57
"20227",1.02,"Ideal","D","VS1",61.2,56,8658,6.48,6.53,3.98
"20228",1.02,"Ideal","D","VS1",62,56,8658,6.46,6.5,4.02
"20229",1.21,"Premium","F","VS2",61.6,58,8660,6.88,6.79,4.21
"20230",1.5,"Very Good","J","VS1",61.3,59,8662,7.36,7.41,4.53
"20231",1.5,"Very Good","I","VS2",58.4,61,8662,7.42,7.48,4.35
"20232",1.5,"Very Good","I","VS2",63,57,8662,7.2,7.25,4.55
"20233",1.01,"Ideal","G","VVS2",61.6,54,8662,6.51,6.55,4.02
"20234",1.47,"Very Good","H","SI1",62.9,58,8663,7.18,7.23,4.53
"20235",1.7,"Premium","I","SI1",58.6,59,8663,7.79,7.75,4.55
"20236",1.6,"Fair","D","SI2",64.7,58,8666,7.35,7.28,4.73
"20237",1.01,"Very Good","E","VS1",57.7,62,8668,6.57,6.63,3.81
"20238",1.5,"Premium","H","SI1",61.6,58,8669,7.33,7.38,4.53
"20239",1.2,"Ideal","F","VS2",61.9,53,8669,6.84,6.79,4.22
"20240",1.2,"Premium","F","VS1",61.8,59,8669,6.79,6.76,4.19
"20241",1.37,"Premium","H","VS1",62.9,58,8669,7.12,7.07,4.46
"20242",1.24,"Good","G","VS2",61.3,57,8672,6.78,6.88,4.19
"20243",1.13,"Ideal","F","VS1",61.1,56,8674,6.7,6.79,4.12
"20244",1.08,"Ideal","E","VS1",61.6,57,8674,6.58,6.61,4.06
"20245",1.52,"Fair","H","VS2",62.1,66,8674,7.33,7.13,4.5
"20246",1.26,"Premium","F","VS2",62.8,58,8676,6.89,6.84,4.31
"20247",1.51,"Ideal","J","VS1",61.8,59,8678,7.36,7.39,4.56
"20248",1.55,"Ideal","H","SI2",62.1,57,8678,7.39,7.43,4.6
"20249",1.23,"Ideal","F","VS1",61.3,57,8679,6.93,6.86,4.23
"20250",1.73,"Premium","I","VS2",59.8,58,8680,7.8,7.79,4.66
"20251",1.51,"Fair","G","SI1",65,59,8681,6.99,7.07,4.57
"20252",1.59,"Ideal","J","VS2",62.9,58,8681,7.45,7.39,4.66
"20253",1.46,"Premium","D","SI2",62,55,8683,7.32,7.23,4.51
"20254",1.29,"Very Good","G","VS2",58.7,58,8684,7.11,7.27,4.22
"20255",1.5,"Ideal","I","SI1",62.1,55,8685,7.32,7.36,4.56
"20256",1.41,"Premium","H","VS2",62,58,8686,7.19,7.12,4.44
"20257",1.52,"Ideal","J","VS1",62.8,54.3,8687,7.32,7.35,4.61
"20258",1.2,"Ideal","G","VS1",62.6,54.3,8687,6.76,6.8,4.25
"20259",1.72,"Ideal","J","SI1",62,57,8688,7.66,7.62,4.74
"20260",1.01,"Premium","F","VVS2",62,58,8688,6.45,6.36,3.97
"20261",1.01,"Ideal","F","VVS2",61,57,8688,6.52,6.46,3.96
"20262",1.53,"Premium","G","SI2",58.7,59,8688,7.51,7.45,4.39
"20263",1.01,"Premium","F","VVS2",61.8,55,8688,6.45,6.36,3.96
"20264",1.01,"Ideal","F","VVS2",61.8,56,8688,6.49,6.46,4
"20265",1.19,"Very Good","G","VVS2",61.8,59,8689,6.75,6.77,4.18
"20266",1.71,"Very Good","J","SI1",62.9,58,8690,7.58,7.64,4.79
"20267",1.71,"Premium","J","SI1",61.7,59,8690,7.63,7.7,4.73
"20268",1.74,"Premium","J","SI2",59.7,57,8690,7.88,7.8,4.68
"20269",1.21,"Ideal","F","VS2",62.4,59,8691,6.82,6.77,4.24
"20270",1.24,"Ideal","H","VVS1",61.9,55,8693,6.85,6.91,4.27
"20271",1.05,"Premium","F","VVS2",61.3,59,8693,6.56,6.48,4
"20272",1.2,"Premium","D","VS2",61.6,60,8693,6.78,6.72,4.16
"20273",1.52,"Premium","I","SI1",60.5,60,8694,7.4,7.48,4.5
"20274",1.11,"Ideal","E","VS2",62.1,53,8698,6.67,6.69,4.14
"20275",1.2,"Ideal","G","VS1",62.4,57.1,8698,6.72,6.79,4.23
"20276",1.21,"Ideal","G","VS1",61.1,58,8699,6.9,6.87,4.21
"20277",1.03,"Ideal","F","VVS2",61.6,56,8701,6.46,6.53,4
"20278",1.12,"Ideal","G","VVS2",62.1,54.8,8701,6.64,6.66,4.13
"20279",1.2,"Ideal","G","VS1",62.4,57,8701,6.8,6.78,4.24
"20280",1.2,"Ideal","G","VS1",62,57,8701,6.81,6.78,4.21
"20281",1.5,"Very Good","F","SI2",63.1,63,8702,7.27,7.21,4.57
"20282",1.5,"Good","I","VS2",57.8,60,8702,7.54,7.5,4.35
"20283",1.05,"Premium","G","VVS2",59.5,61,8702,6.69,6.63,3.96
"20284",1.52,"Very Good","I","SI1",62.6,60,8703,7.3,7.33,4.58
"20285",1.73,"Good","J","SI1",65.6,55,8703,7.42,7.47,4.88
"20286",1.27,"Premium","G","VS2",61,60,8705,6.97,6.93,4.24
"20287",1.27,"Ideal","G","VS2",62.8,54,8705,6.92,6.87,4.33
"20288",1.51,"Very Good","J","VVS2",62.6,63,8706,7.29,7.24,4.55
"20289",1.51,"Good","D","SI2",64.1,61,8706,7.18,7.14,4.59
"20290",1.01,"Very Good","F","VVS1",63.4,55,8706,6.44,6.34,4.05
"20291",1.07,"Ideal","G","VVS2",61.5,56,8707,6.58,6.6,4.05
"20292",0.91,"Ideal","D","VVS2",62,54,8707,6.2,6.25,3.86
"20293",1.13,"Premium","G","VVS1",59.3,59,8709,6.79,6.87,4.05
"20294",2.16,"Ideal","H","I1",62.2,56,8709,8.31,8.26,5.15
"20295",1.6,"Ideal","H","VS2",61.2,57,8709,7.57,7.5,4.61
"20296",1.51,"Ideal","H","SI2",62.1,57,8710,7.38,7.34,4.57
"20297",1.21,"Very Good","F","VS2",60.1,55,8711,6.91,7.01,4.18
"20298",2.5,"Fair","G","I1",65.1,59,8711,8.55,8.39,5.53
"20299",1.2,"Very Good","G","VVS2",62.4,56,8712,6.68,6.74,4.19
"20300",1.5,"Very Good","J","VVS2",61.5,60,8712,7.27,7.31,4.48
"20301",1.33,"Ideal","H","VS1",59.3,57,8714,7.22,7.18,4.27
"20302",1.71,"Fair","F","SI2",64.9,57,8714,7.51,7.41,4.84
"20303",1.01,"Fair","D","VVS2",65.4,57,8716,6.2,6.16,4.04
"20304",1.64,"Premium","I","SI1",62.4,58,8716,7.58,7.52,4.71
"20305",1.36,"Premium","H","VS2",61.9,58,8718,7.09,7.15,4.41
"20306",1.24,"Ideal","H","VS1",61,57,8719,6.91,6.95,4.23
"20307",1.51,"Good","I","VS2",62.9,57,8720,7.23,7.27,4.56
"20308",1.12,"Premium","G","VVS2",62.6,59,8721,6.61,6.58,4.13
"20309",1.04,"Premium","F","VVS2",59.2,58,8722,6.68,6.66,3.95
"20310",1.1,"Very Good","G","VVS1",60.4,57,8724,6.7,6.77,4.07
"20311",1.06,"Ideal","G","VVS2",61.4,57,8726,6.52,6.55,4.01
"20312",1.06,"Ideal","G","VVS2",60.3,57,8726,6.61,6.68,4.01
"20313",1.24,"Ideal","H","VS2",61.8,55,8726,6.91,6.95,4.28
"20314",1.32,"Ideal","G","VS2",62.4,57,8728,7.05,6.98,4.38
"20315",1.09,"Ideal","F","VS1",61.7,57,8730,6.58,6.62,4.07
"20316",1.74,"Good","I","SI2",60.1,64,8731,7.82,7.71,4.67
"20317",1.22,"Premium","F","VS2",62.3,57,8731,6.84,6.8,4.25
"20318",1.5,"Good","I","VVS2",65.4,59,8732,7.09,7.14,4.65
"20319",1.22,"Ideal","F","VS2",62.6,56,8733,6.8,6.78,4.25
"20320",1.22,"Premium","F","VS2",62,58,8733,6.89,6.86,4.26
"20321",1.51,"Very Good","J","VS2",59.7,59,8735,7.51,7.47,4.47
"20322",1.5,"Good","I","SI1",64.3,55,8736,7.24,7.19,4.64
"20323",1.5,"Good","J","VS1",63.3,57,8736,7.2,7.24,4.57
"20324",1.5,"Good","I","SI1",63.8,59,8736,7.21,7.11,4.57
"20325",1.5,"Premium","I","SI1",61.2,61,8736,7.34,7.3,4.48
"20326",1.5,"Premium","I","SI1",62,62,8736,7.35,7.3,4.54
"20327",1.5,"Very Good","F","VS2",63.4,61,8736,7.12,7.08,4.5
"20328",1.5,"Ideal","I","SI1",62.3,55,8736,7.35,7.31,4.57
"20329",1,"Premium","F","VVS1",62.6,58,8736,6.45,6.33,4
"20330",1.5,"Premium","G","SI2",58.5,62,8736,7.44,7.4,4.34
"20331",1.5,"Good","I","SI1",64,60,8736,7.25,7.13,4.6
"20332",1.5,"Ideal","I","SI1",64.2,59,8736,7.13,7.1,4.57
"20333",1.5,"Good","H","VS1",64.3,57,8736,7.12,7,4.54
"20334",1.5,"Ideal","G","SI2",62,57,8736,7.31,7.26,4.52
"20335",1.5,"Premium","G","SI2",60.7,61,8736,7.36,7.33,4.46
"20336",1.5,"Ideal","G","SI2",61.4,56,8736,7.38,7.34,4.52
"20337",1.25,"Premium","G","VS1",60,61,8736,7.03,6.92,4.23
"20338",2,"Fair","I","SI2",69.1,56,8736,7.84,7.7,5.37
"20339",1.52,"Premium","D","SI2",60.2,60,8737,7.4,7.46,4.47
"20340",1.22,"Premium","G","VS1",62.2,59,8739,6.87,6.82,4.26
"20341",1.53,"Premium","D","SI2",59.9,58,8739,7.54,7.41,4.48
"20342",1.45,"Premium","G","VS1",60.5,60,8740,7.27,7.16,4.37
"20343",1.21,"Good","G","VS1",63.6,56,8741,6.8,6.72,4.3
"20344",1.03,"Ideal","D","VS1",61.5,57,8742,6.48,6.52,4
"20345",1.51,"Good","D","SI2",61.5,61,8742,7.37,7.42,4.55
"20346",1.15,"Ideal","F","VVS2",62.1,55,8743,6.69,6.74,4.17
"20347",1.14,"Ideal","G","VVS2",62.3,55,8743,6.64,6.72,4.18
"20348",1.7,"Ideal","I","SI2",60.7,59,8743,7.69,7.64,4.65
"20349",1.64,"Premium","I","SI2",61.3,58,8743,7.62,7.58,4.66
"20350",1.02,"Very Good","E","VVS2",60.3,58,8745,6.53,6.57,3.95
"20351",1.35,"Premium","H","VS1",60.5,60,8747,7.19,7.16,4.34
"20352",1.04,"Very Good","E","VVS2",62.4,58,8748,6.46,6.4,4.01
"20353",1.55,"Premium","J","VS1",62.6,59,8749,7.4,7.35,4.62
"20354",1.5,"Good","H","VS1",64.2,56,8749,7.3,7.09,4.62
"20355",1,"Good","E","VVS2",63.5,55,8750,6.31,6.36,4.02
"20356",1.01,"Good","E","VVS2",63.3,58,8752,6.31,6.39,4.02
"20357",1.51,"Ideal","I","SI1",61.2,58,8752,7.35,7.4,4.51
"20358",1.51,"Ideal","I","SI1",62.4,59,8752,7.27,7.34,4.56
"20359",1.51,"Premium","H","SI1",61.5,58,8752,7.38,7.31,4.52
"20360",1.57,"Premium","J","VS1",61.3,59,8752,7.47,7.44,4.57
"20361",1.57,"Ideal","G","SI1",61.7,55,8752,7.51,7.44,4.61
"20362",1.09,"Ideal","G","VVS2",61.8,56,8753,6.58,6.62,4.08
"20363",1.51,"Very Good","I","SI1",63,59,8758,7.26,7.31,4.59
"20364",1.7,"Ideal","J","SI1",60.9,57,8758,7.73,7.66,4.69
"20365",1.41,"Premium","G","SI1",59.5,59,8758,7.35,7.3,4.36
"20366",1.23,"Premium","G","VS1",61.3,58,8759,6.87,6.89,4.22
"20367",1.28,"Ideal","H","VVS1",61.7,55,8759,6.97,7.01,4.31
"20368",1.21,"Ideal","G","VS1",62.7,54,8759,6.79,6.83,4.27
"20369",1.5,"Premium","J","VVS2",61.8,60,8760,7.36,7.33,4.54
"20370",1.56,"Ideal","J","VS1",62.5,56,8763,7.38,7.46,4.64
"20371",0.31,"Very Good","G","VS1",59.6,61,625,4.35,4.38,2.6
"20372",0.31,"Premium","G","VS1",61.2,60,625,4.3,4.33,2.64
"20373",0.31,"Good","F","VS2",63.4,56,625,4.31,4.34,2.74
"20374",0.31,"Premium","G","VS1",62.1,58,625,4.31,4.36,2.69
"20375",0.31,"Very Good","F","VS2",62.9,56,625,4.3,4.32,2.71
"20376",0.31,"Very Good","G","VS1",62,59,625,4.28,4.3,2.66
"20377",0.31,"Ideal","H","VVS2",62.4,57,625,4.32,4.36,2.71
"20378",0.31,"Ideal","F","VS2",61.5,56,625,4.34,4.37,2.68
"20379",0.31,"Very Good","H","VVS2",61.4,58,625,4.32,4.37,2.67
"20380",0.31,"Ideal","F","VS2",62.6,57,625,4.29,4.33,2.7
"20381",0.31,"Premium","F","VS2",62.3,59,625,4.3,4.33,2.69
"20382",0.31,"Ideal","F","VS2",62,56,625,4.35,4.39,2.71
"20383",0.31,"Good","H","VVS2",63.6,56,625,4.28,4.33,2.74
"20384",0.31,"Very Good","H","VVS2",62.8,57,625,4.3,4.33,2.71
"20385",0.31,"Premium","F","VS2",62.3,60,625,4.32,4.35,2.7
"20386",0.31,"Premium","G","VS1",59.5,59,625,4.4,4.47,2.64
"20387",0.31,"Premium","F","VS2",62,60,625,4.3,4.34,2.68
"20388",0.31,"Premium","H","VVS2",61.2,59,625,4.34,4.38,2.67
"20389",0.31,"Good","F","VS2",63.4,56,625,4.29,4.32,2.73
"20390",0.31,"Premium","F","VS2",62.4,58,625,4.31,4.34,2.7
"20391",0.31,"Ideal","F","VS2",61.6,55,625,4.36,4.37,2.69
"20392",0.31,"Premium","G","VS1",62.1,58,625,4.31,4.35,2.69
"20393",0.31,"Good","H","VVS2",63.7,55,625,4.28,4.32,2.74
"20394",0.31,"Very Good","G","VS1",62.2,56,625,4.32,4.36,2.7
"20395",0.31,"Very Good","F","VS2",62.8,57,625,4.34,4.36,2.73
"20396",0.31,"Very Good","G","VS1",62.8,58,625,4.27,4.3,2.69
"20397",0.31,"Premium","H","VVS2",62.4,59,625,4.31,4.35,2.7
"20398",0.31,"Ideal","H","VVS2",62.5,55,625,4.34,4.37,2.72
"20399",0.31,"Premium","H","VVS2",60.6,60,625,4.34,4.38,2.64
"20400",0.31,"Ideal","H","VVS2",61.5,56,625,4.35,4.37,2.68
"20401",1.25,"Ideal","F","VS2",62.8,57,8764,6.87,6.85,4.31
"20402",1.31,"Premium","E","SI1",62.4,58,8767,7.03,6.95,4.36
"20403",1.02,"Premium","G","VVS1",58,61,8768,6.67,6.58,3.84
"20404",1.2,"Very Good","E","VS2",60.7,59,8769,6.79,6.86,4.14
"20405",1.51,"Premium","J","VVS2",62.6,59,8770,7.31,7.33,4.58
"20406",1.51,"Premium","J","VVS2",62.5,59,8770,7.29,7.34,4.57
"20407",1.51,"Very Good","J","VVS2",62.9,58,8770,7.21,7.33,4.57
"20408",1.5,"Ideal","F","SI1",60.9,56,8770,7.43,7.36,4.5
"20409",1.5,"Premium","F","SI1",62.1,60,8770,7.32,7.27,4.53
"20410",1.34,"Ideal","H","VS2",61.9,55,8771,7.05,7.08,4.37
"20411",1,"Very Good","F","VVS2",62.3,57,8772,6.34,6.41,3.97
"20412",1.12,"Ideal","G","VVS2",62,55,8773,6.67,6.69,4.14
"20413",1.02,"Premium","F","VVS2",60.9,59,8774,6.56,6.44,3.96
"20414",1.31,"Ideal","H","VS1",62.5,56,8774,7.03,6.95,4.37
"20415",1.21,"Ideal","G","VS1",62.6,56,8774,6.81,6.77,4.25
"20416",1.21,"Premium","G","VS1",62.7,58,8774,6.85,6.76,4.27
"20417",1.28,"Ideal","G","VS2",62.2,57,8774,6.99,6.94,4.33
"20418",1.1,"Ideal","G","VS1",61.3,56,8775,6.65,6.69,4.09
"20419",1.06,"Ideal","F","VVS2",61.1,57,8776,6.62,6.57,4.03
"20420",1.58,"Premium","H","SI2",62.4,57,8777,7.45,7.36,4.62
"20421",1.52,"Good","I","VS2",63.3,61,8778,7.23,7.27,4.59
"20422",1.09,"Ideal","G","VVS1",62.1,55,8778,6.58,6.63,4.1
"20423",1.01,"Ideal","G","IF",62.8,57,8778,6.42,6.39,4.02
"20424",1.6,"Ideal","H","SI2",61.5,55,8779,7.53,7.55,4.64
"20425",1.49,"Fair","F","SI1",59.6,63,8779,7.2,7.34,4.33
"20426",1.22,"Premium","G","VS1",61.3,58,8779,6.91,6.89,4.23
"20427",1.5,"Good","I","VS2",60.5,60,8780,7.26,7.32,4.41
"20428",2.01,"Good","I","SI2",63.8,57,8780,8,7.95,5.1
"20429",1.34,"Ideal","H","VS1",61.6,57,8780,7.14,7.07,4.38
"20430",1.58,"Very Good","I","SI1",63.1,55,8782,7.42,7.45,4.69
"20431",1.22,"Ideal","F","VS2",61.5,57,8783,6.87,6.91,4.24
"20432",1.04,"Very Good","F","VVS2",62.5,58,8785,6.37,6.46,4.01
"20433",1.12,"Very Good","E","VS1",60.8,58,8788,6.69,6.73,4.08
"20434",1.51,"Very Good","J","VVS2",60.6,58,8789,7.36,7.4,4.47
"20435",1.25,"Ideal","H","VVS2",60.8,57,8789,6.95,6.99,4.24
"20436",1.5,"Very Good","H","SI1",61.5,62,8791,7.24,7.3,4.47
"20437",1.22,"Very Good","G","IF",62,59,8793,6.8,6.85,4.23
"20438",1.51,"Ideal","G","SI2",60.8,57,8794,7.44,7.39,4.51
"20439",1.64,"Very Good","G","SI2",60.9,57,8794,7.57,7.61,4.62
"20440",1.52,"Very Good","I","SI1",63.7,58,8794,7.23,7.3,4.63
"20441",1.51,"Premium","G","SI2",62.8,56,8794,7.3,7.22,4.56
"20442",1.51,"Fair","G","VS2",56,65,8794,7.68,7.57,4.27
"20443",1.51,"Premium","I","SI1",62.2,60,8794,7.3,7.23,4.52
"20444",1.51,"Premium","I","SI1",62.6,60,8794,7.34,7.27,4.57
"20445",1.51,"Fair","G","SI2",65.5,55,8794,7.14,7.08,4.66
"20446",1.51,"Good","F","VS2",64,59,8794,7.16,7.08,4.56
"20447",1.51,"Ideal","G","SI2",60.5,55,8794,7.4,7.36,4.46
"20448",1.51,"Premium","I","SI1",62.7,61,8794,7.33,7.27,4.58
"20449",1.04,"Ideal","G","VVS1",62.2,55,8794,6.51,6.48,4.04
"20450",1.22,"Very Good","G","VS1",61.2,58,8795,6.84,6.86,4.19
"20451",1.2,"Premium","F","VS2",62.1,54,8796,6.77,6.73,4.19
"20452",1.1,"Ideal","F","VS1",61.5,55,8796,6.69,6.64,4.1
"20453",1.1,"Ideal","F","VS1",61.5,59,8796,6.63,6.58,4.06
"20454",1.2,"Premium","F","VS2",60.4,59,8796,6.91,6.89,4.17
"20455",1.1,"Premium","D","VS2",58.2,57,8796,6.81,6.77,3.95
"20456",1.01,"Very Good","E","VVS2",63.4,57,8797,6.45,6.33,4.05
"20457",1.24,"Ideal","G","VS2",62,56,8797,6.87,6.9,4.27
"20458",1.24,"Ideal","G","VS2",62.3,57,8799,6.95,6.89,4.31
"20459",1.53,"Premium","G","SI2",61.3,59,8799,7.49,7.43,4.57
"20460",1.71,"Fair","I","SI2",65.1,60,8800,7.5,7.46,4.87
"20461",1.16,"Ideal","G","VVS2",62,56,8803,6.75,6.71,4.17
"20462",1.17,"Ideal","F","VS1",62.2,56,8806,6.77,6.74,4.2
"20463",2.74,"Fair","J","I1",64.9,61,8807,8.76,8.66,5.65
"20464",1.6,"Premium","I","SI1",60.3,59,8808,7.56,7.61,4.57
"20465",1.54,"Very Good","G","SI2",61.5,61,8808,7.35,7.42,4.54
"20466",1.43,"Premium","F","SI1",61.5,58,8809,7.27,7.22,4.45
"20467",1.09,"Ideal","E","VS1",61.3,56,8809,6.71,6.66,4.1
"20468",1.23,"Premium","G","VVS2",59.6,59,8810,6.95,6.98,4.15
"20469",1.52,"Premium","E","SI2",62,62,8810,7.2,7.13,4.44
"20470",1.03,"Ideal","E","VVS2",61.9,57,8811,6.46,6.5,4.01
"20471",1.41,"Premium","H","VS2",61.2,60,8812,7.21,7.17,4.4
"20472",1.04,"Premium","G","IF",60.7,58,8813,6.65,6.52,4
"20473",1.59,"Ideal","I","SI2",60.5,55.1,8814,7.55,7.62,4.59
"20474",1.48,"Very Good","H","SI1",62.5,59,8815,7.16,7.23,4.5
"20475",1.73,"Premium","F","SI2",63,60,8816,7.63,7.52,4.77
"20476",1.31,"Premium","G","VS2",60.3,59,8818,7.08,7.12,4.28
"20477",1.52,"Fair","H","SI1",61.2,60,8818,7.39,7.29,4.49
"20478",1.48,"Ideal","E","SI2",62.1,57,8818,7.35,7.28,4.54
"20479",1.02,"Ideal","D","VS1",60.8,55,8818,6.55,6.5,3.97
"20480",1.25,"Premium","G","VS2",62.6,58,8820,6.87,6.8,4.28
"20481",1.5,"Very Good","E","SI2",63.1,57,8820,7.32,7.27,4.6
"20482",1.5,"Good","F","SI2",62.6,64,8820,7.25,7.19,4.52
"20483",1.75,"Premium","F","SI2",58,59,8820,7.97,7.92,4.61
"20484",1.5,"Premium","I","VS2",58.4,61,8820,7.48,7.42,4.35
"20485",1.5,"Premium","I","VS2",62.3,58,8820,7.31,7.26,4.54
"20486",1.05,"Ideal","D","VS1",60.5,57,8820,6.61,6.58,3.99
"20487",1.5,"Premium","G","SI2",60.1,59,8820,7.38,7.36,4.43
"20488",1.5,"Premium","I","VS2",62.9,58,8820,7.17,7.08,4.48
"20489",1.5,"Good","E","SI1",64.1,56,8820,7.21,7.14,4.6
"20490",1.01,"Premium","D","VS1",61.6,58,8823,6.44,6.42,3.96
"20491",1.21,"Ideal","G","VS1",61.4,56,8824,6.84,6.9,4.22
"20492",1.52,"Premium","H","VS2",61.1,61,8825,7.4,7.36,4.51
"20493",1.5,"Very Good","E","SI2",62.7,56,8827,7.33,7.38,4.61
"20494",1.51,"Premium","F","SI1",60.9,59,8828,7.42,7.33,4.49
"20495",1.84,"Ideal","J","VS1",62.4,56,8828,7.84,7.8,4.89
"20496",1.2,"Very Good","F","VS2",62.4,58,8829,6.75,6.81,4.23
"20497",1.59,"Premium","H","SI1",61,58,8829,7.58,7.51,4.6
"20498",1.24,"Ideal","G","VS1",61.5,56,8830,6.92,6.97,4.27
"20499",1.22,"Ideal","G","VS1",62.6,54.4,8830,6.77,6.83,4.26
"20500",1.55,"Ideal","I","VS2",62.6,56,8831,7.35,7.41,4.62
"20501",1.71,"Good","J","VS2",62.8,58,8831,7.48,7.55,4.72
"20502",1.66,"Very Good","H","SI1",63.3,59,8831,7.48,7.45,4.72
"20503",1.59,"Ideal","I","SI1",62.1,57,8835,7.48,7.46,4.64
"20504",1.64,"Premium","E","SI2",61.9,61,8835,7.54,7.51,4.66
"20505",1.51,"Very Good","I","VS2",62.3,60,8836,7.29,7.35,4.56
"20506",1.51,"Premium","E","SI1",63,58,8836,7.4,7.27,4.62
"20507",1.75,"Ideal","J","SI1",63.3,59,8840,7.63,7.57,4.81
"20508",1.77,"Premium","J","SI2",62,55,8840,7.84,7.72,4.82
"20509",1.7,"Premium","I","VS1",61.5,58,8840,7.74,7.64,4.73
"20510",1.25,"Premium","F","VS2",61.5,60,8840,6.93,6.89,4.25
"20511",1.29,"Premium","G","VS2",58.7,58,8842,7.27,7.11,4.22
"20512",1.11,"Ideal","G","VVS2",63.1,57,8843,6.55,6.6,4.15
"20513",1.41,"Very Good","H","VS2",62.5,58,8846,7.08,7.12,4.44
"20514",1.4,"Premium","H","VS2",62.9,55,8847,7.15,7.06,4.47
"20515",1.02,"Ideal","G","VVS2",62.1,54,8847,6.54,6.51,4.05
"20516",1.71,"Premium","J","SI1",62.9,58,8848,7.64,7.58,4.79
"20517",1.54,"Ideal","J","VS1",62.2,59,8848,7.34,7.38,4.58
"20518",1.01,"Very Good","E","VVS2",63.1,57,8849,6.31,6.39,4.01
"20519",1.05,"Ideal","G","IF",62.5,56,8850,6.48,6.52,4.06
"20520",1.05,"Premium","G","IF",60.6,60,8850,6.57,6.59,3.99
"20521",1.25,"Very Good","E","VS2",61.6,57,8851,6.9,6.94,4.26
"20522",1.11,"Very Good","E","VS1",61.6,57,8852,6.59,6.63,4.07
"20523",1.2,"Ideal","H","VS1",60.9,57,8852,6.87,6.9,4.19
"20524",1.52,"Good","I","SI1",64.1,57,8852,7.26,7.21,4.64
"20525",1.52,"Premium","I","SI1",58.1,62,8852,7.61,7.56,4.41
"20526",1.6,"Premium","I","SI1",62.1,58,8852,7.51,7.47,4.65
"20527",1.52,"Premium","I","SI1",60.5,60,8852,7.48,7.4,4.5
"20528",1.52,"Ideal","G","SI2",61.3,57,8852,7.39,7.36,4.52
"20529",1.3,"Premium","G","VS2",62.2,58,8854,6.92,6.98,4.32
"20530",1.51,"Good","H","SI1",62.2,61,8854,7.25,7.32,4.53
"20531",1.23,"Premium","F","VS2",59.6,58,8855,6.94,7.02,4.16
"20532",1.46,"Ideal","H","SI1",62.4,55,8855,7.26,7.22,4.52
"20533",1.51,"Very Good","I","SI1",59.3,59,8856,7.49,7.59,4.47
